City,Location,lat,lon,pollutant,source,unit,value,time,country
Nordrhein-Westfalen,DENW212,50.94736700000001,6.957701,PM2.5,EEA Germany,µg/m³,11.759,2024-01-30T00:30:00+05:30,Germany
Thüringen,DETH091,51.205466,10.448476,PM2.5,EEA Germany,µg/m³,35.96561432,2024-01-30T00:30:00+05:30,Germany
Bayern,DEBY079,47.723186,12.858856,NO2,EEA Germany,µg/m³,37.4,2024-01-30T00:30:00+05:30,Germany
Rheinland-Pfalz,DERP010,50.000973,8.261277,PM2.5,EEA Germany,µg/m³,43.74649811,2024-01-30T00:30:00+05:30,Germany
Rheinland-Pfalz,DERP022,49.842136,7.866208,PM2.5,EEA Germany,µg/m³,35.43714905,2024-01-30T00:30:00+05:30,Germany
Mecklenburg-Vorpommern,DEMV028,53.900767,11.4769,O3,EEA Germany,µg/m³,23.9,2024-01-30T00:30:00+05:30,Germany
Mecklenburg-Vorpommern,DEMV028,53.900767,11.4769,PM2.5,EEA Germany,µg/m³,8.18,2024-01-30T00:30:00+05:30,Germany
Thüringen,DETH093,50.982544,11.3204,PM2.5,EEA Germany,µg/m³,22.13498688,2024-01-30T00:30:00+05:30,Germany
Rheinland-Pfalz,DERP046,50.431398,7.460812,PM2.5,EEA Germany,µg/m³,22.6230011,2024-01-30T00:30:00+05:30,Germany
Thüringen,DETH009,50.877317,12.07471,NO2,EEA Germany,µg/m³,34.50857544,2024-01-30T00:30:00+05:30,Germany
Rheinland-Pfalz,DERP007,50.017078,8.216498,O3,EEA Germany,µg/m³,0.9975,2024-01-30T00:30:00+05:30,Germany
Brandenburg,DEBB044,51.756476,14.327998,PM2.5,EEA Germany,µg/m³,12,2024-01-30T00:30:00+05:30,Germany
Nordrhein-Westfalen,DENW096,51.154614,6.42571,NO2,EEA Germany,µg/m³,56.319,2024-01-30T00:30:00+05:30,Germany
Rheinland-Pfalz,DERP017,49.270263,7.826521,O3,EEA Germany,µg/m³,72.03117371,2024-01-30T00:30:00+05:30,Germany
Nordrhein-Westfalen,DENW096,51.154614,6.42571,PM2.5,EEA Germany,µg/m³,14.52,2024-01-30T00:30:00+05:30,Germany
Rheinland-Pfalz,DERP046,50.431398,7.460812,NO2,EEA Germany,µg/m³,55.08573532,2024-01-30T00:30:00+05:30,Germany
Nordrhein-Westfalen,DENW059,50.889814,6.985164,NO2,EEA Germany,µg/m³,38.737,2024-01-30T00:30:00+05:30,Germany
Nordrhein-Westfalen,DENW079,51.028879,7.005063,NO2,EEA Germany,µg/m³,34.763,2024-01-30T00:30:00+05:30,Germany
Thüringen,DETH009,50.877317,12.07471,PM2.5,EEA Germany,µg/m³,12.79398632,2024-01-30T00:30:00+05:30,Germany
Brandenburg,DEBB064,51.746344, 14.334550000000002,O3,EEA Germany,µg/m³,57,2024-01-30T00:30:00+05:30,Germany
Nordrhein-Westfalen,DENW079,51.028879,7.005063,PM2.5,EEA Germany,µg/m³,9.062,2024-01-30T00:30:00+05:30,Germany
Rheinland-Pfalz,DERP047,49.783942, 6.690487999999999,NO2,EEA Germany,µg/m³,31.07448959,2024-01-30T00:30:00+05:30,Germany
Thüringen,DETH093,50.982544,11.3204,NO2,EEA Germany,µg/m³,43.49024963,2024-01-30T00:30:00+05:30,Germany
Rheinland-Pfalz,DERP001,49.515052,8.402374,O3,EEA Germany,µg/m³,0.9975,2024-01-30T00:30:00+05:30,Germany
Rheinland-Pfalz,DERP011,50.009954,8.265563,NO2,EEA Germany,µg/m³,49.29853058,2024-01-30T00:30:00+05:30,Germany
Rheinland-Pfalz,DERP014,49.741035,7.193486,NO2,EEA Germany,µg/m³,4.26030874,2024-01-30T00:30:00+05:30,Germany
Brandenburg,DEBB044,51.756476,14.327998,NO2,EEA Germany,µg/m³,25,2024-01-30T00:30:00+05:30,Germany
Rheinland-Pfalz,DERP045,50.359605,7.592515,NO2,EEA Germany,µg/m³,48.82689667,2024-01-30T00:30:00+05:30,Germany
Rheinland-Pfalz,DERP003,49.455378,8.425833,PM2.5,EEA Germany,µg/m³,44.60255051,2024-01-30T00:30:00+05:30,Germany
Nordrhein-Westfalen,DENW247,51.406968,6.965643,NO2,EEA Germany,µg/m³,16.176,2024-01-30T00:30:00+05:30,Germany
Brandenburg,DEBB064,51.746344, 14.334550000000002,NO2,EEA Germany,µg/m³,10,2024-01-30T00:30:00+05:30,Germany
Nordrhein-Westfalen,DENW079,51.028879,7.005063,O3,EEA Germany,µg/m³,16.404,2024-01-30T00:30:00+05:30,Germany
Hamburg,DEHH016,53.52902,10.081685,NO2,EEA Germany,µg/m³,20.573,2024-01-17T17:30:00+05:30,Germany
Martina Strakova,NET.DE_SN,51.06492999999998,13.741397,PM2.5,EEA Germany,µg/m³,2,2024-01-04T20:30:00+05:30,Germany
Martina Strakova,NET.DE_SN,50.720405,12.486621,PM2.5,EEA Germany,µg/m³,2,2024-01-04T20:30:00+05:30,Germany
Martina Strakova,NET.DE_SN,50.608136,12.211112,PM2.5,EEA Germany,µg/m³,2,2024-01-04T20:30:00+05:30,Germany
Brandenburg,DEBB067,52.608609,12.885194,O3,EEA Germany,µg/m³,45,2024-01-01T02:30:00+05:30,Germany
Brandenburg,DEBB067,52.608609,12.885194,PM2.5,EEA Germany,µg/m³,15,2024-01-01T02:30:00+05:30,Germany
Brandenburg,DEBB067,52.608609,12.885194,NO2,EEA Germany,µg/m³,8,2024-01-01T02:30:00+05:30,Germany
Brandenburg,DEBB060,52.832467, 13.822211000000001,PM2.5,EEA Germany,µg/m³,26,2024-01-01T02:30:00+05:30,Germany
Brandenburg,DEBB060,52.832467, 13.822211000000001,NO2,EEA Germany,µg/m³,19,2024-01-01T02:30:00+05:30,Germany
Berlin,DEBE063,52.467534,13.441654,PM2.5,EEA Germany,µg/m³,41.34,2024-01-01T02:30:00+05:30,Germany
Berlin,DEBE063,52.467534,13.441654,NO2,EEA Germany,µg/m³,33.92,2024-01-01T02:30:00+05:30,Germany
Bayern,DEBY028,48.909518,11.879245,PM2.5,EEA Germany,µg/m³,39.45,2024-01-01T02:30:00+05:30,Germany
Bayern,DEBY028,48.909518,11.879245,NO2,EEA Germany,µg/m³,24.96,2024-01-01T02:30:00+05:30,Germany
Sachsen-Anhalt,DEST106,51.456071,11.091078,O3,EEA Germany,µg/m³,55.3698,2023-12-28T16:30:00+05:30,Germany
Sachsen-Anhalt,DEST039,51.798629,10.618275,O3,EEA Germany,µg/m³,63.8493,2023-10-09T00:30:00+05:30,Germany
Sachsen-Anhalt,DEST039,51.798629,10.618275,NO2,EEA Germany,µg/m³,2.19965,2023-10-08T22:30:00+05:30,Germany
Hessen,DEHE046,51.430897,8.928171,PM2.5,EEA Germany,µg/m³,3.04974985,2023-09-20T05:30:00+05:30,Germany
Hessen,DEHE046,51.430897,8.928171,O3,EEA Germany,µg/m³,59.58913422,2023-09-20T05:30:00+05:30,Germany
Hessen,DEHE046,51.430897,8.928171,NO2,EEA Germany,µg/m³,1.74142039,2023-09-20T05:30:00+05:30,Germany
Nordrhein-Westfalen,DENW206,51.176151,7.084069,PM2.5,EEA Germany,µg/m³,5.191,2023-07-14T15:30:00+05:30,Germany
Nordrhein-Westfalen,DENW206,51.176151,7.084069,NO2,EEA Germany,µg/m³,33.794,2023-07-14T15:30:00+05:30,Germany
Dr. Steffen Freitag,NET.DE_NW,50.653234, 6.281007999999999,PM2.5,EEA Germany,µg/m³,3.806,2023-07-14T15:30:00+05:30,Germany
金門縣,金門縣 - 金門,24.432132999999997,118.312256,NO2,Taiwan,µg/m³,22.748,2024-03-02T14:30:00+05:30,China
金門縣,金門縣 - 金門,24.432132999999997,118.312256,PM2.5,Taiwan,µg/m³,32,2024-03-02T14:30:00+05:30,China
金門縣,金門縣 - 金門,24.432132999999997,118.312256,O3,Taiwan,µg/m³,79.184,2024-03-02T14:30:00+05:30,China
Eastern,Eastern,22.282777777777778, 114.21944444444446,NO2,Hong Kong,µg/m³,47,2024-03-02T13:30:00+05:30,China
Central & Western,Central/Western,22.285, 114.14444444444443,PM2.5,Hong Kong,µg/m³,11.8,2024-03-02T13:30:00+05:30,China
New Territories,Kwai Chung,22.357222222222223, 114.12972222222223,NO2,Hong Kong,µg/m³,69,2024-03-02T13:30:00+05:30,China
Sai Kung,Tseung Kwan O,22.317777777777778, 114.25944444444444,PM2.5,Hong Kong,µg/m³,11.3,2024-03-02T13:30:00+05:30,China
New Territories,Kwai Chung,22.357222222222223, 114.12972222222223,O3,Hong Kong,µg/m³,22.8,2024-03-02T13:30:00+05:30,China
New Territories,Yuen Long,22.44527777777778, 114.02277777777776,PM2.5,Hong Kong,µg/m³,24.8,2024-03-02T13:30:00+05:30,China
Hong Kong,Southern,22.247430000000005,114.16015,PM2.5,Hong Kong,µg/m³,2.3,2024-03-02T13:30:00+05:30,China
Tap Mun Police Post,Tap Mun,22.471388888888892, 114.36083333333333,NO2,Hong Kong,µg/m³,15.5,2024-03-02T13:30:00+05:30,China
Tap Mun Police Post,Tap Mun,22.471388888888892, 114.36083333333333,PM2.5,Hong Kong,µg/m³,12.2,2024-03-02T13:30:00+05:30,China
N/A,Beijing,39.953352,116.466258,PM2.5,AirNow,µg/m³,37,2024-03-02T13:30:00+05:30,China
Central,Central,22.281944444444445, 114.15805555555558,NO2,Hong Kong,µg/m³,82.2,2024-03-02T13:30:00+05:30,China
New Territories,Yuen Long,22.44527777777778, 114.02277777777776,NO2,Hong Kong,µg/m³,59.4,2024-03-02T13:30:00+05:30,China
Causeway Bay,Causeway Bay,22.279999999999998, 114.18499999999999,PM2.5,Hong Kong,µg/m³,27.1,2024-03-02T13:30:00+05:30,China
New Territories,Sha Tin,22.37638888888889, 114.18444444444444,PM2.5,Hong Kong,µg/m³,13.6,2024-03-02T13:30:00+05:30,China
Sai Kung,Tseung Kwan O,22.317777777777778, 114.25944444444444,O3,Hong Kong,µg/m³,66.2,2024-03-02T13:30:00+05:30,China
N/A,Guangzhou,23.116785,113.318088,PM2.5,AirNow,µg/m³,18,2024-03-02T13:30:00+05:30,China
New Territories,Tsuen Wan,22.371666666666666, 114.11444444444443,PM2.5,Hong Kong,µg/m³,15.5,2024-03-02T13:30:00+05:30,China
Hong Kong,Southern,22.247430000000005,114.16015,O3,Hong Kong,µg/m³,33.1,2024-03-02T13:30:00+05:30,China
Kowloon,Kwun Tong,22.313333333333333, 114.22472222222223,PM2.5,Hong Kong,µg/m³,4.7,2024-03-02T13:30:00+05:30,China
New Territories,North,22.496710000000004,114.12824,NO2,Hong Kong,µg/m³,54.8,2024-03-02T13:30:00+05:30,China
Causeway Bay,Causeway Bay,22.279999999999998, 114.18499999999999,O3,Hong Kong,µg/m³,12.9,2024-03-02T13:30:00+05:30,China
Sai Kung,Tseung Kwan O,22.317777777777778, 114.25944444444444,NO2,Hong Kong,µg/m³,23.2,2024-03-02T13:30:00+05:30,China
Eastern,Eastern,22.282777777777778, 114.21944444444446,O3,Hong Kong,µg/m³,50.1,2024-03-02T13:30:00+05:30,China
Tap Mun Police Post,Tap Mun,22.471388888888892, 114.36083333333333,O3,Hong Kong,µg/m³,65.1,2024-03-02T13:30:00+05:30,China
N/A,Beijing,39.953352,116.466258,O3,AirNow,µg/m³,88.2,2024-03-02T13:30:00+05:30,China
Kowloon,Sham Shui Po,22.330277777777777, 114.15916666666666,O3,Hong Kong,µg/m³,49.5,2024-03-02T13:30:00+05:30,China
Kowloon,Mong Kok,22.3225, 114.16833333333334,O3,Hong Kong,µg/m³,32,2024-03-02T13:30:00+05:30,China
Eastern,Eastern,22.282777777777778, 114.21944444444446,PM2.5,Hong Kong,µg/m³,14.6,2024-03-02T13:30:00+05:30,China
Central,Central,22.281944444444445, 114.15805555555558,PM2.5,Hong Kong,µg/m³,15.9,2024-03-02T13:30:00+05:30,China
N.T.,Tuen Mun,22.391111111111112, 113.97666666666667,O3,Hong Kong,µg/m³,43.5,2024-03-02T13:30:00+05:30,China
New Territories,Tsuen Wan,22.371666666666666, 114.11444444444443,NO2,Hong Kong,µg/m³,40.5,2024-03-02T13:30:00+05:30,China
Hong Kong,Southern,22.247430000000005,114.16015,NO2,Hong Kong,µg/m³,58.4,2024-03-02T13:30:00+05:30,China
Kowloon,Sham Shui Po,22.330277777777777, 114.15916666666666,PM2.5,Hong Kong,µg/m³,9,2024-03-02T13:30:00+05:30,China
New Territories,Kwai Chung,22.357222222222223, 114.12972222222223,PM2.5,Hong Kong,µg/m³,8.5,2024-03-02T13:30:00+05:30,China
Central,Central,22.281944444444445, 114.15805555555558,O3,Hong Kong,µg/m³,14.2,2024-03-02T13:30:00+05:30,China
Central & Western,Central/Western,22.285, 114.14444444444443,NO2,Hong Kong,µg/m³,54.9,2024-03-02T13:30:00+05:30,China
New Territories,Tai Po,22.450833333333332, 114.16444444444446,PM2.5,Hong Kong,µg/m³,21.2,2024-03-02T13:30:00+05:30,China
New Territories,Sha Tin,22.37638888888889, 114.18444444444444,O3,Hong Kong,µg/m³,61.1,2024-03-02T13:30:00+05:30,China
Causeway Bay,Causeway Bay,22.279999999999998, 114.18499999999999,NO2,Hong Kong,µg/m³,103,2024-03-02T13:30:00+05:30,China
Kowloon,Mong Kok,22.3225, 114.16833333333334,NO2,Hong Kong,µg/m³,63.8,2024-03-02T13:30:00+05:30,China
Kowloon,Sham Shui Po,22.330277777777777, 114.15916666666666,NO2,Hong Kong,µg/m³,38,2024-03-02T13:30:00+05:30,China
New Territories,Tsuen Wan,22.371666666666666, 114.11444444444443,O3,Hong Kong,µg/m³,42.6,2024-03-02T13:30:00+05:30,China
New Territories,Sha Tin,22.37638888888889, 114.18444444444444,NO2,Hong Kong,µg/m³,26.6,2024-03-02T13:30:00+05:30,China
New Territories,Yuen Long,22.44527777777778, 114.02277777777776,O3,Hong Kong,µg/m³,38.1,2024-03-02T13:30:00+05:30,China
New Territories,North,22.496710000000004,114.12824,PM2.5,Hong Kong,µg/m³,17.4,2024-03-02T13:30:00+05:30,China
Kowloon,Kwun Tong,22.313333333333333, 114.22472222222223,O3,Hong Kong,µg/m³,12.1,2024-03-02T13:30:00+05:30,China
N.T.,Tuen Mun,22.391111111111112, 113.97666666666667,NO2,Hong Kong,µg/m³,53.6,2024-03-02T13:30:00+05:30,China
N.T.,Tuen Mun,22.391111111111112, 113.97666666666667,PM2.5,Hong Kong,µg/m³,25,2024-03-02T13:30:00+05:30,China
Central & Western,Central/Western,22.285, 114.14444444444443,O3,Hong Kong,µg/m³,38.4,2024-03-02T13:30:00+05:30,China
New Territories,North,22.496710000000004,114.12824,O3,Hong Kong,µg/m³,39.6,2024-03-02T13:30:00+05:30,China
New Territories,Tai Po,22.450833333333332, 114.16444444444446,O3,Hong Kong,µg/m³,50.4,2024-03-02T13:30:00+05:30,China
New Territories,Tai Po,22.450833333333332, 114.16444444444446,NO2,Hong Kong,µg/m³,37.7,2024-03-02T13:30:00+05:30,China
Kowloon,Mong Kok,22.3225, 114.16833333333334,PM2.5,Hong Kong,µg/m³,12.3,2024-03-02T13:30:00+05:30,China
Kowloon,Kwun Tong,22.313333333333333, 114.22472222222223,NO2,Hong Kong,µg/m³,80.6,2024-03-02T13:30:00+05:30,China
N/A,Guangzhou,23.116785,113.318088,O3,AirNow,µg/m³,54.88,2024-03-02T13:30:00+05:30,China
N/A,Shenyang,41.78351,123.424434,PM2.5,AirNow,µg/m³,25,2024-03-02T12:30:00+05:30,China
Shenyang,Shenyang,41.78,123.42,PM2.5,Shenyang,µg/m³,24,2023-08-18T17:30:00+05:30,China
Beijing,Beijing US Embassy,39.95,116.47,PM2.5,Beijing US Embassy,µg/m³,25,2023-08-15T20:30:00+05:30,China
Chico,Paradise - Clark Roa,39.757861,121.607908,O3,AirNow,µg/m³,99.96,2023-07-13T22:30:00+05:30,China
Chico,Paradise - Clark Roa,39.757861,121.607908,PM2.5,AirNow,µg/m³,7.6,2023-07-13T22:30:00+05:30,China
,Shanghai,31.210683,121.448226,PM2.5,AirNow,µg/m³,28,2023-05-01T19:30:00+05:30,China
Chengdu,Chengdu,30.63,104.07,PM2.5,Chengdu,µg/m³,49,2023-02-24T00:30:00+05:30,China
QUEBEC,Rouyn-Noranda - Parc,48.2344,-78.9833,PM2.5,AirNow,µg/m³,1.2,2024-03-25T13:30:00+05:30,Canada
QUEBEC,Deschambault,46.6822,-71.9678,PM2.5,AirNow,µg/m³,10.4,2024-03-25T13:30:00+05:30,Canada
N/A,Burnaby Mountain,49.2798,-122.9223,O3,AirNow,µg/m³,45.08,2024-03-25T13:30:00+05:30,Canada
ALBERTA,Edmonton East,53.5472,-113.3681,O3,AirNow,µg/m³,78.4,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Williams Lake Column,52.14428,-122.150391,O3,AirNow,µg/m³,39.2,2024-03-25T13:30:00+05:30,Canada
QUEBEC,Saint-Jean-sur-Riche,45.29417,-73.3489,PM2.5,AirNow,µg/m³,4.4,2024-03-25T13:30:00+05:30,Canada
N/A,Smithers Muheim Memo,54.778486,-127.168542,PM2.5,AirNow,µg/m³,17.6,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Mahon Park,49.323891,-123.083611,O3,AirNow,µg/m³,43.12,2024-03-25T13:30:00+05:30,Canada
N/A,Saint-Jean-Baptiste,45.641026,-73.499682,O3,AirNow,µg/m³,35.28,2024-03-25T13:30:00+05:30,Canada
ALBERTA,Fort Saskatchewan,53.6989,-113.2233,O3,AirNow,µg/m³,76.44,2024-03-25T13:30:00+05:30,Canada
QUEBEC,Notre-Dame-du-Rosair,46.8508,-70.4528,O3,AirNow,µg/m³,74.48,2024-03-25T13:30:00+05:30,Canada
QUEBEC,Laval - Chomedey,45.5472,-73.7472,PM2.5,AirNow,µg/m³,84.28,2024-03-25T13:30:00+05:30,Canada
N/A,Edmonton Central Eas,53.549509,-113.48593,PM2.5,AirNow,µg/m³,11.5,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Williams Lake Column,52.14428,-122.150391,PM2.5,AirNow,µg/m³,5.9,2024-03-25T13:30:00+05:30,Canada
NORTHWEST TERRITORIES,Snare Rapids,63.5086,-116.0078,O3,AirNow,µg/m³,84.28,2024-03-25T13:30:00+05:30,Canada
QUEBEC,Temiscaming,46.72139,-79.0997,PM2.5,AirNow,µg/m³,4.7,2024-03-25T13:30:00+05:30,Canada
QUEBEC,Auclair,47.73333,-68.7072,PM2.5,AirNow,µg/m³,2.7,2024-03-25T13:30:00+05:30,Canada
N/A,Smithers Muheim Memo,54.778486,-127.168542,NO2,AirNow,µg/m³,25.38,2024-03-25T13:30:00+05:30,Canada
N/A,Smithers Muheim Memo,54.778486,-127.168542,O3,AirNow,µg/m³,368.48,2024-03-25T13:30:00+05:30,Canada
N/A,Cranbrook Muriel Bax,49.507103,-115.753682,O3,AirNow,µg/m³,1105.44,2024-03-25T13:30:00+05:30,Canada
QUEBEC,Saint-Anicet,45.1167,-74.2833,PM2.5,AirNow,µg/m³,11.28,2024-03-25T13:30:00+05:30,Canada
N/A,Duncan,45.502648,-73.663913,O3,AirNow,µg/m³,43.12,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Duncan College Stree,48.786114,-123.717307,NO2,AirNow,µg/m³,0.188,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Agassiz,49.238008,-121.762264,PM2.5,AirNow,µg/m³,6.5,2024-03-25T13:30:00+05:30,Canada
ALBERTA,Lethbridge,49.7164,-112.8006,O3,AirNow,µg/m³,62.72,2024-03-25T13:30:00+05:30,Canada
ALBERTA,Hinton,53.2536,-117.3153,PM2.5,AirNow,µg/m³,8.8,2024-03-25T13:30:00+05:30,Canada
ONTARIO,Bonner Lake,49.3864,-82.1214,O3,AirNow,µg/m³,72.52,2024-03-25T13:30:00+05:30,Canada
ONTARIO,Pickle Lake,54.4494,-90.2175,O3,AirNow,µg/m³,80.36,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Kitimat Riverlodge,54.05389,-128.671436,PM2.5,AirNow,µg/m³,1,2024-03-25T13:30:00+05:30,Canada
N/A,Sainte-Anne-de-Belle,45.426509,-73.928944,PM2.5,AirNow,µg/m³,6,2024-03-25T13:30:00+05:30,Canada
NOVA SCOTIA,SYDNEY,46.142317,-60.172575,NO2,AirNow,µg/m³,0.564,2024-03-25T13:30:00+05:30,Canada
SASKATCHEWAN,PRINCE ALBERT,53.201694,-105.75203,PM2.5,AirNow,µg/m³,4,2024-03-25T13:30:00+05:30,Canada
N/A,Flat Valley,54.294639,-109.209214,O3,AirNow,µg/m³,88.2,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,FORT ST JOHN LEARNIN,56.244722,-120.856111,NO2,AirNow,µg/m³,11.28,2024-03-25T13:30:00+05:30,Canada
QUEBEC,Granby - Parc Poitev,45.41864,-72.73067,O3,AirNow,µg/m³,64.68,2024-03-25T13:30:00+05:30,Canada
N/A,Sherbrooke - Parc Sy,45.41436,-71.88269,O3,AirNow,µg/m³,52.92,2024-03-25T13:30:00+05:30,Canada
ALBERTA,Carrot Creek,53.6072,-115.8769,O3,AirNow,µg/m³,74.48,2024-03-25T13:30:00+05:30,Canada
NEW BRUNSWICK,MONCTON,46.101389000000005,-64.789639,NO2,AirNow,µg/m³,13.724,2024-03-25T13:30:00+05:30,Canada
NEW BRUNSWICK,FOREST HILLS,45.308778,-66.008333,NO2,AirNow,µg/m³,0.564,2024-03-25T13:30:00+05:30,Canada
SASKATCHEWAN,Saskatoon,52.136055,-106.662796,O3,AirNow,µg/m³,56.84,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Hope,49.36972,-121.49944,NO2,AirNow,µg/m³,23.124,2024-03-25T13:30:00+05:30,Canada
N/A,Kelowna KLO Road,49.862119,-119.467461,PM2.5,AirNow,µg/m³,3.2,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Maple Ridge,49.215,-122.58194,O3,AirNow,µg/m³,37.24,2024-03-25T13:30:00+05:30,Canada
N/A,Molson,45.542767,-73.572039,NO2,AirNow,µg/m³,28.2,2024-03-25T13:30:00+05:30,Canada
ALBERTA,Edmonton Woodcroft,53.564411,-113.562583,PM2.5,AirNow,µg/m³,7.1,2024-03-25T13:30:00+05:30,Canada
N/A,Buffalo Narrows,55.83473,-108.40377,NO2,AirNow,µg/m³,1.88,2024-03-25T13:30:00+05:30,Canada
QUEBEC,Tingwick,45.9075,-71.9492,PM2.5,AirNow,µg/m³,3.3,2024-03-25T13:30:00+05:30,Canada
NOVA SCOTIA,Lake Major,44.7198,-63.48076,O3,AirNow,µg/m³,74.48,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Langdale Elementary,49.438848,-123.479185,NO2,AirNow,µg/m³,7.52,2024-03-25T13:30:00+05:30,Canada
QUEBEC,Saguenay - UQAC,48.4153,-71.0528,PM2.5,AirNow,µg/m³,8,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Kensington Park,49.2794,-122.9711,O3,AirNow,µg/m³,37.24,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Abbotsford,49.04278,-122.30972,PM2.5,AirNow,µg/m³,2.9,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Langley,49.09556,-122.56694,PM2.5,AirNow,µg/m³,4.5,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Vernon Science Centr,50.260617,-119.270723,O3,AirNow,µg/m³,43.12,2024-03-25T13:30:00+05:30,Canada
NOVA SCOTIA,SYDNEY,46.142317,-60.172575,PM2.5,AirNow,µg/m³,4.6,2024-03-25T13:30:00+05:30,Canada
N/A,Rivi�re-des-Prairies,45.651722,-73.573896,NO2,AirNow,µg/m³,46.06,2024-03-25T13:30:00+05:30,Canada
N/A,Rivi�re-des-Prairies,45.651722,-73.573896,PM2.5,AirNow,µg/m³,11,2024-03-25T13:30:00+05:30,Canada
ALBERTA,Joussard,55.340367,-115.895667,O3,AirNow,µg/m³,76.44,2024-03-25T13:30:00+05:30,Canada
QUEBEC,R�s. Faun. Ashuapmus,48.8183,-72.7428,O3,AirNow,µg/m³,58.8,2024-03-25T13:30:00+05:30,Canada
QUEBEC,Notre-Dame-du-Rosair,46.8508,-70.4528,PM2.5,AirNow,µg/m³,3.7,2024-03-25T13:30:00+05:30,Canada
N/A,Regina,50.45273,-104.61602,PM2.5,AirNow,µg/m³,21,2024-03-25T13:30:00+05:30,Canada
PRINCE EDWARD ISLAND,CHARLOTTETOWN,46.2406,-63.1306,NO2,AirNow,µg/m³,6.768,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Abbotsford Airport,49.021505999999995,-122.326556,O3,AirNow,µg/m³,54.88,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Kensington Park,49.2794,-122.9711,PM2.5,AirNow,µg/m³,3,2024-03-25T13:30:00+05:30,Canada
PRINCE EDWARD ISLAND,SOUTHAMPTON,46.3864,-62.5828,O3,AirNow,µg/m³,74.48,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Mahon Park,49.323891,-123.083611,PM2.5,AirNow,µg/m³,2.6,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Chilliwack,49.156110000000005,-121.94056,NO2,AirNow,µg/m³,7.708,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,North Delta,49.15833,-122.90167,NO2,AirNow,µg/m³,9.212,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,SQUAMISH ELEMENTARY,49.70516,-123.15133,O3,AirNow,µg/m³,29.4,2024-03-25T13:30:00+05:30,Canada
NEW BRUNSWICK,FREDERICTON-NEEDHAM,45.957344,-66.645562,PM2.5,AirNow,µg/m³,3.4,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Duncan College Stree,48.786114,-123.717307,O3,AirNow,µg/m³,58.8,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Duncan College Stree,48.786114,-123.717307,PM2.5,AirNow,µg/m³,0,2024-03-25T13:30:00+05:30,Canada
N/A,Regina,50.45273,-104.61602,NO2,AirNow,µg/m³,62.04,2024-03-25T13:30:00+05:30,Canada
NEW BRUNSWICK,BATHURST,47.60952799999999,-65.633528,PM2.5,AirNow,µg/m³,3.3,2024-03-25T13:30:00+05:30,Canada
NOVA SCOTIA,KENTVILLE,45.067284,-64.477425,PM2.5,AirNow,µg/m³,1.8,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Coquitlam,49.28806,-122.79139,O3,AirNow,µg/m³,31.36,2024-03-25T13:30:00+05:30,Canada
N/A,Buffalo Narrows,55.83473,-108.40377,O3,AirNow,µg/m³,82.32,2024-03-25T13:30:00+05:30,Canada
ALBERTA,Edson,53.5936,-116.3928,O3,AirNow,µg/m³,74.48,2024-03-25T13:30:00+05:30,Canada
PRINCE EDWARD ISLAND,WELLINGTON,46.4783,-63.9869,PM2.5,AirNow,µg/m³,2.8,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Langley,49.09556,-122.56694,NO2,AirNow,µg/m³,6.204,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,Vancouver Airport,49.18639000000001,-123.15222,PM2.5,AirNow,µg/m³,3.3,2024-03-25T13:30:00+05:30,Canada
N/A,Saint-Jean-Baptiste,45.641026,-73.499682,PM2.5,AirNow,µg/m³,4.9,2024-03-25T13:30:00+05:30,Canada
BRITISH COLUMBIA,SQUAMISH ELEMENTARY,49.70516,-123.15133,NO2,AirNow,µg/m³,4.512,2024-03-25T13:30:00+05:30,Canada
SASKATCHEWAN,SWIFT CURRENT,50.285833,-107.81689,NO2,AirNow,µg/m³,3.76,2024-03-25T13:30:00+05:30,Canada
